id,sentence,tane,henkei,tane extraction,henkei extraction,tane match,henkei match,tane match2,henkei match2,type,thres
60974,エリートの目的は営利と思う！,エリート,営利と思う,,,,,,,,
60975,絵馬、納めた？　ええ、まあ！,絵馬,ええ、まあ,,,,,,,,
60976,絵馬、買った？　ええ、まあ…！,絵馬,ええ、まあ,,,,,,,,
60977,この絵馬、きれいだね。ええ、まったく！,絵馬,ええ、まったく,,,,,,,,
60978,絵馬を納めたら、夫婦円満！,絵馬,夫婦円満,,,,,,,,
60979,絵馬の図柄は閻魔！,絵馬,閻魔,,,,,,,,
60980,エミの笑み！,エミ,笑み,,,,,,,,
60981,エミが笑みを見せた！,エミ,笑み,,,,,,,,
60982,笑みを見せたエミ！,笑み,エミ,,,,,,,,
60983,「笑みのない人になったね」　「ええ、見ない内,笑み,ええ、見ない,,,,,,,,
60984,笑みを見せないのは、えー、みっともない！,笑み,えー、みっともない,,,,,,,,
60985,遠藤君は、もらえんどー！,遠藤君,もらえんどー,,,,,,,,
60986,えんどう豆、食べさせてもらえんどー！,えんどう豆,もらえんどー,,,,,,,,
60987,遠藤君は、エンドウ、もらえんどー！,遠藤君,エンドウもらえんどー,,,,,,,,
60988,えんどう豆が好きな遠藤君！,えんどう豆,遠藤君,,,,,,,,
60989,毎日、おかずがエンドウ豆。　えーん、どうして,エンドウ豆,えーん、どうして,,,,,,,,
60990,「えんどう豆嫌い！」　「えーん、どうして？」,えんどう豆,えーん、どうして,,,,,,,,
60991,食べだしたらエンドレスになるのが、エンドウで,エンドレス,エンドウ,,,,,,,,
60992,エンドレスなエンドウです！,エンドレス,エンドウです,,,,,,,,
60993,えんどう豆食べだしたらエンドーレス！,えんどう豆,エンドーレス,,,,,,,,
60994,ウィークエンドには、えんどう豆食べる！,ウィークエンド,えんどう豆,,,,,,,,
60995,えんどう豆食べると、エンドルフィンが出る！,えんどう豆,エンドルフィン,,,,,,,,
60997,園児がエンジンにさわった！,園児,エンジン,,,,,,,,
60998,エンジンにさわった園児！,エンジン,園児,,,,,,,,
60999,猿人のエンジン！,猿人,エンジン,,,,,,,,
61000,エンジンの周りで円陣を組む！,エンジン,円陣,,,,,,,,
61001,円陣の中にいる園児！,円陣,園児,,,,,,,,
61002,園児が泣きながら言った。えーん、爺（じい）！,園児,えーん、爺,,,,,,,,
61003,えんじの服で演じます！,えんじ,演じます,,,,,,,,
61004,延期のコストが、えーん、気になるよー！,延期,えーん、気になるよー,,,,,,,,
61005,延期の影響が、えーん、気になるよー！,延期,えーん、気になるよー,,,,,,,,
61006,移転の延期が、えーん、気になるよー！,延期,えーん、気になるよー,,,,,,,,
61008,駅の工事は延期！,駅,延期,,,,,,,,
61009,縁故採用の人は、えーん、臭いよう！,縁故採用,えーん、臭いよう,,,,,,,,
61010,煙幕を閻魔食う！,煙幕,閻魔食う,,,,,,,,
61011,閻魔って怖いね。えぇ、まったく！,閻魔,えぇ、まったく,,,,,,,,
61012,閻魔って怖いね。ええ、まあ！,閻魔,ええ、まあ,,,,,,,,
61013,もしかして、閻魔様？　ええ、まあ！,閻魔様,ええ、まあ,,,,,,,,
61014,援農の返事は、えーん、No！,援農,えーん、No,,,,,,,,
61017,エノキ食べながら、えー、のんき！,エノキ,えー、のんき,,,,,,,,
61018,アンサンブルと聞いて、あんさん、ぶるってます,アンサンブル,あんさん、ぶるってます,,,,,,,,
61019,アンサンブルで使う、あのサンプル！,アンサンブル,あのサンプル,,,,,,,,
61020,演奏したら塩素くれ！,演奏,塩素,,,,,,,,
61021,遠足で塩素食う！,遠足,塩素食う,,,,,,,,
61022,塩素くさい所に遠足さ！,塩素,遠足さ,,,,,,,,
61023,塩素吸ったの？　えーん、そう！,塩素,えーん、そう,,,,,,,,
61024,塩素があるから、えーん、そっち行っちゃ駄目！,塩素,えーん、そっち,,,,,,,,
61025,塩素ですか？　ええ、そう！,塩素,ええ、そう,,,,,,,,
61026,円相場が下がったよ。　えーん、そばから！,円相場,えーん、そばから,,,,,,,,
61027,ミュージシャンは、円相場より演奏場（ば）が気,円相場,演奏場,,,,,,,,
61028,円相場の利益は、もらえんそうだ！,円相場,もらえんそうだ,,,,,,,,
61029,円相場の報酬は、もらえんそうだ！,円相場,もらえんそうだ,,,,,,,,
61030,炎天下に行ったのは、塩田（えんでん）か？,炎天下,塩田（えんでん）か,,,,,,,,
61031,炎天下の堰堤（えんてい）か？,炎天下,堰堤（えんてい）か,,,,,,,,
61032,エラ見つめたら、えらく叱られた！,エラ,えらく,,,,,,,,
61033,鋭利な襟！,鋭利,襟,,,,,,,,
61034,襟は鋭利！,襟,鋭利,,,,,,,,
61035,襟は切れ味が鋭いよ。鋭利だからね！,襟,鋭利,,,,,,,,
61036,エリの襟は鋭利！,エリ,襟鋭利,,,,,,,,
61037,襟をえり好み！,襟,えり好み,,,,,,,,
61038,エリンギについては、ええ、稟議に回して！,エリンギ,ええ、稟議,,,,,,,,
61039,エリンギは、エリンギがいい！,エリンギ,エリンギがいい,,,,,,,,
61040,エロを超えろ！,エロ,超えろ,,,,,,,,
61041,エロについて、教えろ！,エロ,教えろ,,,,,,,,
61042,エロについて、考えろ！,エロ,考えろ,,,,,,,,
61043,エロについて、覚えろ！,エロ,覚えろ,,,,,,,,
61044,エロイカって、エロいか？,エロイカ,エロいか,,,,,,,,
61045,エロイカって、エロいイカですか？,エロイカ,エロいイカ,,,,,,,,
61050,エラーだって？　お前ら～,エラー,お前ら～,,,,,,,,
61051,エラーを見つけたのは偉い！,エラー,偉い,,,,,,,,
61052,エラーしても偉くなれる！,エラー,偉く,,,,,,,,
61053,エサ持ってきて！　エッサエッサ！,エサ,エッサエッサ,,,,,,,,
61054,エサをえっさえっさと運ぶ！,エサ,えっさえっさと,,,,,,,,
61055,エサが無くても、ええさ！,エサ,ええさ,,,,,,,,
61056,エソをエサにする！,エソ,エサ,,,,,,,,
61057,エスカレーターに、ええ、好かれたぁー！,エスカレーター,ええ、好かれたぁー,,,,,,,,
61058,エスカレーターに、えっ！好かれたぁー！,エスカレーター,えっ！好かれたぁー,,,,,,,,
61059,エスカレーターで若い女性に、えっ！好かれたぁ,エスカレーター,えっ！好かれたぁ,,,,,,,,
61060,エスカレーターで、えぇ疲れたー！,エスカレーター,えぇ疲れたー,,,,,,,,
61061,これは、エソだよ！　えっ、そう？,エソ,えっ、そう,,,,,,,,
61062,これは、エソですか？　えぇ、そう！,エソ,えぇ、そう,,,,,,,,
61063,このエッセイは似非（えせ）ー！,エッセイ,似非（えせ）ー,,,,,,,,
61064,越中を見習えっちゅうの！,越中,見習えっちゅうの,,,,,,,,
61065,富山を見習えっちゅうの！,富山,見習えっちゅうの,,,,,,,,
61066,越中について、教えてもらえっちゅうの！,越中,教えてもらえっちゅうの,,,,,,,,
61067,富山について、教えてもらえっちゅうの！,富山,教えてもらえっちゅうの,,,,,,,,
61068,越中に連れてってもらえっちゅうの！,越中,連れてってもらえっちゅうの,,,,,,,,
61069,富山に連れてってもらえっちゅうの！,富山,連れてってもらえっちゅうの,,,,,,,,
61070,越中に熱中！,越中,熱中,,,,,,,,
61071,どこで越冬するの？　えっとー！,越冬,えっとー,,,,,,,,
61072,EU代表が温泉で歌った。　いい湯ーだな♪,EU代表,いい湯ーだな,,,,,,,,
61073,ＥＵ（いい湯）だな～♪あははん♪,ＥＵ,いい湯,,,,,,,,
61074,ユーカリをうっかり食べてしまった！,ユーカリ,うっかり,,,,,,,,
61075,ユーロをゆろしく！,ユーロ,ゆろしく,,,,,,,,
61076,ユーロは、ヨーロッパ中で使うことがユーロされ,ユーロ,ユーロされ,,,,,,,,
61077,ヨーロッパに寄ろうっぱなー！,ヨーロッパ,寄ろうっぱなー,,,,,,,,
61078,エヴァの調子はどう？　ええばい！,エヴァ,ええばい,,,,,,,,
61079,イブをいぶかる！,イブ,いぶかる,,,,,,,,
61080,イブのデートの支払いは、イーブン！,イブ,イーブン,,,,,,,,
61081,本当にイブなのかと。<<*゜▽゜>/いぶかしんで,イブ,いぶかしんで,,,,,,,,
61082,イブぐらい愛撫して！,イブ,愛撫して,,,,,,,,
61083,イブに気になるのは内部！,イブ,内部,,,,,,,,
61084,イブに気になるのは外部！,イブ,外部,,,,,,,,
61085,パイは安全パイ！,パイ,安全パイ,,,,,,,,
61086,パイで作った牌（ぱい）！,パイ,牌,,,,,,,,
61087,パイを食べたら、お腹いっパイ！,パイ,お腹いっパイ,,,,,,,,
61088,パイが一杯！,パイ,一杯,,,,,,,,
61089,パイを作ったけど、失敗！,パイ,失敗,,,,,,,,
61090,パイを食べたのは、失敗！,パイ,失敗,,,,,,,,
61091,パイを作って、疲労こんぱい！,パイ,疲労こんぱい,,,,,,,,
61092,パイが好きなスパイ！,パイ,スパイ,,,,,,,,
61093,パイロットが好きなお菓子は、パイよっと！,パイロット,パイよっと,,,,,,,,
61094,パラオで酔っ払おう！,パラオ,酔っ払おう,,,,,,,,
61095,パラオに追っ払おう！,パラオ,追っ払おう,,,,,,,,
61096,パラオとの垣根をとっぱらおう！,パラオ,とっぱらおう,,,,,,,,
61097,パラオで踊ろう、パラパラを！,パラオ,パラパラを,,,,,,,,
61098,「パン作ったよ！」　「パンツ食ったの？」,パン作ったよ,パンツ食ったの,,,,,,,,
61099,「パン作った？」　「パンツなんか食ってないよ,パン,パンツ,,,,,,,,
61102,パン種（だね）食べるパンダね！,パン種,パンダね,,,,,,,,
61103,日本で人気のある動物は？　じゃ、パンダ！,日本,じゃ、パンダ,,,,,,,,
61104,パンダがはいているのは短パンだ！,パンダ,短パンだ,,,,,,,,
61105,パンダのエサは残飯だ！,パンダ,残飯だ,,,,,,,,
61106,パンダの好物は残飯だ！,パンダ,残飯だ,,,,,,,,
61107,パンダの好きな島は、サイパンだ！,パンダ,サイパンだ,,,,,,,,
61108,パンダが脱藩だ！,パンダ,脱藩だ,,,,,,,,
61109,パンダが脱藩だ！なんだぱんだ言っても、パンダ,パンダ,脱藩だなんだぱんだ言っても,,,,,,,,
61110,パンダを運搬だ！,パンダ,運搬だ,,,,,,,,
61111,パンダの本を出版だ！,パンダ,出版だ,,,,,,,,
61112,パンダについて直談判だ！,パンダ,直談判だ,,,,,,,,
61113,サイとパンダがいる所はサイパンだ！,サイパンダ,サイパンだ,,,,,,,,
61115,パパイアは、パパいいや！,パパイア,パパいいや,,,,,,,,
61116,パパラッチのパパ拉致！,パパラッチ,パパ拉致,,,,,,,,
61117,パパラッチを殴ったのは、パパらちい！,パパラッチ,パパらちい,,,,,,,,
61119,パラグアイに関するパラグラフ！,パラグアイ,パラグラフ,,,,,,,,
61120,バラのグラフのパラグラフ！,バラグラフ,パラグラフ,,,,,,,,
61121,パラグアイ選手の腹具合！,パラグアイ選手,腹具合,,,,,,,,
61123,パラグアイに勝てるかな？　それは腹具合次第だ,パラグアイ,腹具合,,,,,,,,
61124,ウォーレン・バフェットの、応援パフェだ！,ウォーレン・バフェット,応援パフェ,,,,,,,,
61125,パリはいいねー！やっぱり！,パリ,やっぱり,,,,,,,,
61126,パリではうまくいかなかった、さっぱり！,パリ,さっぱり,,,,,,,,
61127,パリについては、あきらめたよ、きっぱり！,パリ,きっぱり,,,,,,,,
61128,パリの意地っ張り！,パリ,意地っ張り,,,,,,,,
61129,パリのツッパリ！,パリ,ツッパリ,,,,,,,,
61130,パリで○○を割った。パリ！,パリ,パリ,,,,,,,,
61131,パリジャン？　やっぱりじゃん！,パリジャン,やっぱりじゃん,,,,,,,,
61132,パリ行くの？　やっぱり！,パリ,やっぱり,,,,,,,,
61133,パスカルについて説明してくれると、ぱすかる！,パスカル,ぱすかる,,,,,,,,
61134,パスカルのこと教えて！　ぱすかるぅ～,パスカル,ぱすかるぅ～,,,,,,,,
61135,パソコンどこに置く？　ぱそこ！,パソコン,ぱそこ,,,,,,,,
61136,PCがガタピシする！,PC,ガタピシ,,,,,,,,
61137,この桃、ピーチピチ！,桃,ピーチピチ,,,,,,,,
61138,桃の話題で、ピーチクパーチク！,桃,ピーチクパーチク,,,,,,,,
61139,北京は完璧ん！,北京,完璧ん,,,,,,,,
61140,北京は潔癖ん！,北京,潔癖ん,,,,,,,,
61141,ペンキを塗るペンキパンサー！,ペンキ,ペンキパンサー,,,,,,,,
61142,ペットが食べた物を、ぺっと吐き出す！,ペット,ぺっと,,,,,,,,
61143,ペットが痰を、ぺっと吐き出す！,ペット,ぺっと,,,,,,,,
61144,トランペットを取らんペット！,トランペット,取らんペット,,,,,,,,
61145,ペットがくわえるペットボトル！,ペット,ペットボトル,,,,,,,,
61146,ペットボトルが好きなペット！,ペットボトル,ペット,,,,,,,,
61147,ペットボトルで、ペットがバトル！,ペットボトル,ペットがバトル,,,,,,,,
61148,ペットボトルを取り合ってで、ペットがバトル！,ペットボトル,ペットがバトル,,,,,,,,
61149,ペット霊園の対応は、ペッ、とれえねん！,ペット霊園,ペッ、とれえねん,,,,,,,,
61150,トランペットが足らんペット！,トランペット,足らんペット,,,,,,,,
61151,トランペットが、まだ聴き足らんペット！,トランペット,聴き足らんペット,,,,,,,,
61152,ペットについては、別途協議！,ペット,別途協議,,,,,,,,
61153,ペット霊園での食事は別途、冷麺！,ペット霊園,別途、冷麺,,,,,,,,
61154,フィリピンの料理は、麩（ふ）入り一品！,フィリピン,麩（ふ）入り一品,,,,,,,,
61155,フィリピンの料理は、麩（ふ）入り逸品！,フィリピン,麩（ふ）入り逸品,,,,,,,,
61156,フィリピン系の薬は、非ピリン系！,フィリピン系,非ピリン系,,,,,,,,
61157,写真が下手で、フォトフォト困ってます！,写真,フォトフォト困ってます,,,,,,,,
61158,この写真、ぶれてるよ！　ふぉっといて！,写真,ふぉっといて,,,,,,,,
61161,エディット・ピアフが、ADとピラフ食べた！,エディット・ピアフ,ADとピラフ,,,,,,,,
61162,ピラフだというのは、ブラフ！,ピラフ,ブラフ,,,,,,,,
61163,パイロット隊に入ろっと！,パイロット隊,入ろっと,,,,,,,,
61164,パイロットが、飲むのは一杯よっと！,パイロット,一杯よっと,,,,,,,,
61165,（倒れないピンを指して）なんか今日は、ピンと,ピン,ピンと,,,,,,,,
61166,あのボーリングのウマイ爺さん、ピンピンしてる,ボーリング,ピンピン,,,,,,,,
61167,ピンの１つや２つ、倒れなくったって、ピンピン,ピン,ピンピン,,,,,,,,
61168,あのピン倒すの？　ピンポーン！,ピン,ピンポーン,,,,,,,,
61169,それ、ピンですか？　ピンポーン！,ピン,ピンポーン,,,,,,,,
61170,ピンをよく狙え！ピント合わせるんだ！,ピン,ピント,,,,,,,,
61171,ピンに当たる瞬間は、ピーンと張り詰めた空気！,ピン,ピーンと,,,,,,,,
61172,パインがいっぱいん！,パイン,いっぱいん,,,,,,,,
61173,パイン作り、失敗ん！,パイン,失敗ん,,,,,,,,
61174,パインが心配ん！,パイン,心配ん,,,,,,,,
61175,パインのスパイ！,パイン,スパイ,,,,,,,,
61176,パインの産業スパイ！,パイン,産業スパイ,,,,,,,,
61177,パイナップル、すっぱイン！,パイナップル,すっぱイン,,,,,,,,
61178,パインは、すっぱいん！,パイン,すっぱいん,,,,,,,,
61179,パイナップルでいっぱいなプール！,パイナップル,いっぱいなプール,,,,,,,,
61180,パイナップルと、いっぱいなプルーン！,パイナップル,いっぱいなプルーン,,,,,,,,
61181,パイナップルは甘酸っぱいなっ！,パイナップル,甘酸っぱいなっ,,,,,,,,
61182,卓球ですか？　ピンポーン！,卓球,ピンポーン,,,,,,,,
61183,ピンポンですか？　ピンポーン！,ピンポン,ピンポーン,,,,,,,,
61184,それピンポン玉？　ピンポーン！,ピンポン玉,ピンポーン,,,,,,,,
61185,卓球するの？　ピンポーン！,卓球,ピンポーン,,,,,,,,
61186,ピンポンするの？　ピンポーン！,ピンポン,ピンポーン,,,,,,,,
61187,ピントがピンッと合った！,ピント,ピンッと,,,,,,,,
61188,ピロシキをおごるなんて、大ピロシキ広げやがっ,ピロシキ,大ピロシキ,,,,,,,,
61190,ピストル片手に、ピース撮る！,ピストル,ピース撮る,,,,,,,,
61191,ピストルで脅して、ピース撮る！,ピストル,ピース撮る,,,,,,,,
61192,ピッチの選手はピッチピチ！,ピッチ,ピッチピチ,,,,,,,,
61193,ピッチの女性はピッチピチ！,ピッチ,ピッチピチ,,,,,,,,
61195,ピッチに雨が降ってる。ピッチピッチ、チャップ,ピッチ,ピッチピッチ、チャップ,,,,,,,,
61196,ピッチが使えない！　超ピンチ（ピッチ）！,ピッチ,超ピンチ,,,,,,,,
61197,ピッチが遅いぞー！　サノバビッチ！,ピッチ,サノバビッチ,,,,,,,,
61198,プラトンのように考えながら、ぶらっとやってき,プラトン,ぶらっと,,,,,,,,
61199,クラムチャウダーの材料は、プラムとはちゃうだ,クラムチャウダー,プラムとはちゃうだ,,,,,,,,
61200,プラムを使って、プラムチャウダー！,プラム,プラムチャウダー,,,,,,,,
61201,プラスチックをプラスしよう！,プラスチック,プラス,,,,,,,,
61202,ポチはこれっぽっちしかもらえない！,ポチ,これっぽっち,,,,,,,,
61203,ポチ、ボタン押して。ポチっとな！,ポチ,ポチっとな,,,,,,,,
61204,ポチと行くの？ぽちろん！,ポチ,ぽちろん,,,,,,,,
61205,ポケットに入らないのは、ポケっとしているから,ポケット,ポケっと,,,,,,,,
61207,ポエムの好きな人は、めっぽうＭ（エム）！,ポエム,めっぽうＭ,,,,,,,,
61208,ポエムの好きな人は、寸法、Ｍ（エム）！,ポエム,寸法、Ｍ,,,,,,,,
61209,ポンドはイギリス本土（ぽんど）でしか使えない,ポンド,本土,,,,,,,,
61210,ジェームス・ボンドの整髪料は、１０ボンドだっ,ジェームス・ボンド,１０ボンド,,,,,,,,
61211,釜山（ぷさん）のプーさん！,釜山,プーさん,,,,,,,,
61212,プーさんは釜山（ぷさん）出身？,プーさん,釜山,,,,,,,,
61213,プーさんの仕事は、神父さん！,プーさん,神父さん,,,,,,,,
61214,プーさんは、不参加！,プーさん,不参加,,,,,,,,
61215,ポプラはポピュラー！,ポプラ,ポピュラー,,,,,,,,
61216,ポプラは、僕等のホープら！,ポプラ,ホープら,,,,,,,,
61217,ポーチには、これっぽーちしか入らない！,ポーチ,これっぽーち,,,,,,,,
61218,ポーチは、これっぽーちしかない！,ポーチ,これっぽーち,,,,,,,,
61219,ポーチがぽーちーい！,ポーチ,ぽーちーい,,,,,,,,
61220,ポーチ持って行くの？　ぽーちろん！,ポーチ,ぽーちろん,,,,,,,,
61222,ポルトガルのボルト軽ぅー！,ポルトガル,ボルト軽ぅー,,,,,,,,
61223,私の作るポテトサラダは、ポテっとしてません！,ポテトサラダ,ポテっと,,,,,,,,
61224,ポテト食べ過ぎて、ポテッとした体型にならない,ポテト,ポテッと,,,,,,,,
61225,ポテトを食べたから、顔がポテッとる！,ポテト,ポテッとる,,,,,,,,
61226,プリンスが不倫っす！,プリンス,不倫っす,,,,,,,,
61227,不倫するプリンス！,不倫,プリンス,,,,,,,,
61229,プリンスは知ったかぶりする！,プリンス,知ったかぶりする,,,,,,,,
61230,プリンスの風鈴っす！,プリンス,風鈴っす,,,,,,,,
61231,プリンスの振りっす！,プリンス,振りっす,,,,,,,,
61232,プリンセンスいいプリンセス！,プリンセンスいい,プリンセス,,,,,,,,
61233,プリンセスは知ったかぶりんせず！,プリンセス,知ったかぶりんせず,,,,,,,,
61235,サイコはうるさい子！,サイコ,うるさい子,,,,,,,,
61236,うるさい子に売るサイコ！,うるさい子,売るサイコ,,,,,,,,
61237,スプリンターが食べるプリンだー！,スプリンター,プリンだー,,,,,,,,
61238,プリンのサンプリング！,プリン,サンプリング,,,,,,,,
61239,プリンの写真をプリントする！,プリン,プリント,,,,,,,,
61240,プリンのプリントTシャツ！,プリン,プリントTシャツ,,,,,,,,
61241,プリンがあるの知らんぷりん！,プリン,知らんぷりん,,,,,,,,
61242,エイプリルフールだから、えーい、プリン振るぅ,エイプリルフール,えーい、プリン振るぅ,,,,,,,,
61243,デュカプリオは、でかプリンを食べます！,デュカプリオ,でかプリン,,,,,,,,
61244,プリンを食べるのは、スプティング！,プリン,スプティング,,,,,,,,
61245,プティングとアイスのカップティング！,プティング,カップティング,,,,,,,,
61246,不倫相手とプリン食べる！,不倫相手,プリン,,,,,,,,
61247,プリンは久しプリン！,プリン,久しプリン,,,,,,,,
61248,パンチしたな！パンチキショー！,パンチ,パンチキショー,,,,,,,,
61249,釜山（ぷさん）の会議に不参加！,釜山,不参加,,,,,,,,
61250,釜山（ぷさん）の人口を分散化！,釜山,分散化,,,,,,,,
61251,賞味期限切れのプチダノン食べたけど、無事だも,プチダノン,無事だも,,,,,,,,
61253,プーチンの好物は、プーチンプリン！,プーチン,プーチンプリン,,,,,,,,
61254,プーチンのおやつは、プーチンプリン！,プーチン,プーチンプリン,,,,,,,,
61255,プーチンが乗るプチン空母！,プーチン,プチン空母,,,,,,,,
61256,ピタゴラスをピーター殺す！,ピタゴラス,ピーター殺す,,,,,,,,
61257,乳母から奪う！,乳母,奪う,,,,,,,,
61258,乳母が奪う！,乳母,奪う,,,,,,,,
61259,乳母が働いていた工場（こうば）！,乳母,工場,,,,,,,,
61260,乳母が乗馬！,乳母,乗馬,,,,,,,,
61261,乳母が手を出した為替相場！,乳母,為替相場,,,,,,,,
61262,乳母の行き先はキューバ！,乳母,キューバ,,,,,,,,
61263,卒塔婆を見て卒倒した乳母！,卒塔婆,卒倒した乳母,,,,,,,,
61264,内弟子の家<うち>でした！,内弟子,家<うち>でした,,,,,,,,
61265,うちの家<うち>です！,うち,家,,,,,,,,
61266,家<うち>に住んでるのは、うちだけです！,家,うち,,,,,,,,
61267,「君の家<うち>？」　　「うー、違う！」,家,うー、違う,,,,,,,,
61268,「家<うち>空ける」と打ち明ける！,家<うち>空ける,打ち明ける,,,,,,,,
61269,芸能人と住むのは、ゲイの家<うち>！,芸能人,ゲイの家,,,,,,,,
61270,うちは家<うち>からあまり出ない！,うち,家,,,,,,,,
61271,うちは、内輪もめが嫌いです！,うち,内輪もめ,,,,,,,,
61272,うちの家族と、内輪もめ！,うち,内輪もめ,,,,,,,,
61273,うちは、内弟子！,うち,内弟子,,,,,,,,
61274,うちは、内弁慶です！,うち,内弁慶,,,,,,,,
61275,ウチワを持ってあいさつ。うー、チワー！,ウチワ,うー、チワー,,,,,,,,
61276,ウチワ屋のあいさつは、うー、チワー！,ウチワ屋,うー、チワー,,,,,,,,
61277,ここだよ、ウチワ売ってる家（うち）は！,ウチワ,家（うち）は,,,,,,,,
61278,うちはウチワがあるよ！,うち,ウチワ,,,,,,,,
61279,うちはウチワを使う！,うち,ウチワ,,,,,,,,
61280,うちはウチワを作ってるっちゃ！,うち,ウチワ,,,,,,,,
61281,ウチワを使うよ、うちは！,ウチワ,うちは,,,,,,,,
61282,ウチワいりませんか？　うちはいりません！,ウチワ,うちはいりません,,,,,,,,
61283,ウチワ使ってるよ、うちは！,ウチワ,うちは,,,,,,,,
61284,内輪の話ではなくて、ウチワの話です！,内輪,ウチワ,,,,,,,,
61285,ウチワの取り合い、内輪もめ！,ウチワ,内輪もめ,,,,,,,,
61286,内輪もめした時は、ウチワ揉め！,内輪もめ,ウチワ揉め,,,,,,,,
61287,ウチワの器！,ウチワ,器,,,,,,,,
61288,アル中ばかりの、ある宇宙！,アル中,ある宇宙,,,,,,,,
61289,いい腕だとゆうで！,いい腕,ゆうで,,,,,,,,
61290,これはウドですか？　うー、どうかな？,ウド,うー、どうかな,,,,,,,,
61291,ウドを食うど！,ウド,食うど,,,,,,,,
61292,ウドというのは本当？　ウド！,ウド,ウド,,,,,,,,
61293,牛丼より、うどん！,牛丼,うどん,,,,,,,,
61294,牛丼ではなく、牛うどんです！,牛丼,牛うどん,,,,,,,,
61295,うどんを買うどん！,うどん,買うどん,,,,,,,,
61296,うどん代払うどん！,うどん代,払うどん,,,,,,,,
61297,素うどんを吸うどん！,素うどん,吸うどん,,,,,,,,
61298,うどん、うー、どんどん食べて！,うどん,うー、どんどん,,,,,,,,
61300,うどんの味変わったね。うー、鈍感じゃなかった,うどん,うー、鈍感,,,,,,,,
61301,うどんうまい！　うー、ドンマイ！,うどん,うー、ドンマイ,,,,,,,,
61302,うどん粉買いに行くなら、うー鈍行にしよう！,うどん粉,うー鈍行,,,,,,,,
61306,上野はどこから見物すればいいの？　上の方から,上野,上の方,,,,,,,,
61307,上野で何してるの？　うー、絵の勉強！,上野,うー、絵の勉強,,,,,,,,
61308,ウガンダで、名案が浮かんだ！,ウガンダ,浮かんだ,,,,,,,,
61309,ウガンダが、歪んだ！,ウガンダ,歪んだ,,,,,,,,
61310,ウガンダの溶岩だ！,ウガンダ,溶岩だ,,,,,,,,
61311,ウガンダで拝んだ！,ウガンダ,拝んだ,,,,,,,,
61312,ウグイスが水を飲んでるよ。いや、うぐいっす！,ウグイス,いや、うぐいっす,,,,,,,,
61313,うぐいすさん、何してるの？　うぐいっす！,うぐいすさん,うぐいっす,,,,,,,,
61314,右派が踊った。ウッハー、ウハウハ、ウッハッハ,右派,ウッハー、ウハウハ、ウッハッハ,,,,,,,,
61315,羽化が始まるぞ。じゃあ、うかうかしてられない,羽化,うかうか,,,,,,,,
61316,羽化を見逃したのは、うかつだった！,羽化,うかつ,,,,,,,,
61317,羽化をうっかり見損ねたよ！,羽化,うっかり,,,,,,,,
61318,羽化する日は八日（ようか）！,羽化,八日,,,,,,,,
61319,羽化の写真は豪華！,羽化,豪華,,,,,,,,
61320,羽化するの？　うー悲しい【チタン】！,羽化,うー悲しい,,,,,,,,
61321,迂回したのは鵜飼い！,迂回,鵜飼い,,,,,,,,
61323,迂回路にいるのは、鵜飼いよー！,迂回路,鵜飼いよー,,,,,,,,
61324,迂回したのは、鵜（う）かい？,迂回,鵜（う）かい,,,,,,,,
61325,迂回させてもらおうかい！,迂回,もらおうかい,,,,,,,,
61326,浮きを見たら、心がウキウキ！,浮き,ウキウキ,,,,,,,,
61327,浮きが動いて、心ウキウキ！,浮き,ウキウキ,,,,,,,,
61328,浮きが２つで、ウキウキ！,浮き,ウキウキ,,,,,,,,
61329,浮世絵に比べて、浮き弱<よえ>え！,浮世絵,浮き弱<よえ>え,,,,,,,,
61330,浮世絵が言った。浮き弱<よえ>え！,浮世絵,浮き弱<よえ>え,,,,,,,,
61331,浮世絵が言った。浮き、酔え！,浮世絵,浮き、酔え,,,,,,,,
61332,浮きに漂う妖気！,浮き,妖気,,,,,,,,
61333,浮きを入れる容器！,浮き,容器,,,,,,,,
61334,浮きを見ると心が陽気！,浮き,陽気,,,,,,,,
61335,浮きを見て猿がウッキー！,浮き,ウッキー,,,,,,,,
61337,浮世絵は、ウキーッ、弱（よ）え～,浮世絵,ウキーッ、弱（よ）え～,,,,,,,,
61338,ウコンを飲む右近（うこん）！,ウコン,右近,,,,,,,,
61339,ウコン飲む？　うっ、今度！,ウコン,うっ、今度,,,,,,,,
61340,ウコンを同梱！,ウコン,同梱,,,,,,,,
61341,ウコンの色は、黄金（おうこん）！,ウコン,黄金,,,,,,,,
61342,ウクライナで浮くランナー！,ウクライナ,浮くランナー,,,,,,,,
61343,ウクライナは、うっ暗いな！,ウクライナ,うっ暗いな,,,,,,,,
61344,ウクライナについて、詳しい？　うっ、暗いな！,ウクライナ,うっ、暗いな,,,,,,,,
61345,ウクライナの運暗いな！,ウクライナ,運暗いな,,,,,,,,
61346,ウクレレを、うー、く、くれー！,ウクレレ,うー、く、くれー,,,,,,,,
61347,馬が言った。この草、ウマウマ！,馬,ウマウマ,,,,,,,,
61348,馬を食べた赤ちゃんがしゃべった。ウマウマ！,馬,ウマウマ,,,,,,,,
61349,馬肉、ウマウマ！,馬肉,ウマウマ,,,,,,,,
61350,食べながら、「ウマ」「ウマ」って、あんたは馬,ウマウマ,馬,,,,,,,,
61351,馬は、ウマッ、ウマッと言いながら、草を食べる,馬,ウマッ、ウマッと,,,,,,,,
